@examples
dim 36
format xy
0.166666666666667+0.00000000000000i 0.164404728349937+0.0273653626681860i 0.144807697026302+0.0825136877112918i 0.143579098119091+0.0846334470589867i -0.0807651005091141+0.145790179084637i -0.121643421101777+0.113932681353655i 0.164404728349937 - 0.0273653626681860i 0.166666666666667+0.00000000000000i 0.156390522491388+0.0576175516023413i 0.155526645573755+0.0599102686887088i -0.0557313797114722+0.157072566329176i -0.101285666740758+0.132359327176659i 0.144807697026302 - 0.0825136877112918i 0.156390522491388 - 0.0576175516023413i 0.166666666666667+0.00000000000000i 0.166648658161766+0.00245000217565034i 0.00200566262124252+0.166654598182071i -0.0492833878729400+0.159213458782677i 0.143579098119091 - 0.0846334470589867i 0.155526645573755 - 0.0599102686887088i 0.166648658161766 - 0.00245000217565034i 0.166666666666667+0.00000000000000i 0.00445527067610090+0.166607107714468i -0.0469376228296855+0.159920722049633i -0.0807651005091141 - 0.145790179084637i -0.0557313797114721 - 0.157072566329176i 0.00200566262124252 - 0.166654598182071i 0.00445527067610090 - 0.166607107714468i 0.166666666666667+0.00000000000000i 0.158608854898199+0.0511957901165707i -0.121643421101777 - 0.113932681353655i -0.101285666740758 - 0.132359327176659i -0.0492833878729400 - 0.159213458782677i -0.0469376228296855 - 0.159920722049633i 0.158608854898199 - 0.0511957901165707i 0.166666666666667+0.00000000000000i -69.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.107064147885349+0.127730364500231i 0.153557980408498 - 0.0647898482066530i 0.0743908030278042+0.149143508751324i 0.0581591530540536 - 0.156189918668949i -0.0125977955330107+0.166189871308351i -0.107064147885349 - 0.127730364500231i 0.166666666666667+0.00000000000000i -0.148297111504688 - 0.0760640815177822i 0.0665134007938277 - 0.152819322379788i -0.157061732437873+0.0557619043917241i 0.135457590494627 - 0.0971031356608414i 0.153557980408498+0.0647898482066530i -0.148297111504688+0.0760640815177822i 0.166666666666667+0.00000000000000i 0.0105618970854606+0.166331668986197i 0.114301939243319 - 0.121296514636630i -0.0762114514511974+0.148221430452818i 0.0743908030278043 - 0.149143508751324i 0.0665134007938277+0.152819322379787i 0.0105618970854606 - 0.166331668986197i 0.166666666666667+0.00000000000000i -0.113809238416578 - 0.121758921762704i 0.143093882398666+0.0854512644602438i 0.0581591530540536+0.156189918668949i -0.157061732437873 - 0.0557619043917241i 0.114301939243319+0.121296514636630i -0.113809238416578+0.121758921762704i 0.166666666666667+0.00000000000000i -0.160139157610815+0.0461868810104811i -0.0125977955330107 - 0.166189871308351i 0.135457590494627+0.0971031356608414i -0.0762114514511974 - 0.148221430452818i 0.143093882398666 - 0.0854512644602438i -0.160139157610815 - 0.0461868810104811i 0.166666666666667+0.00000000000000i -68.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.146418303726538 - 0.0796207140863547i -0.138600697153279+0.0925614635061631i -0.121748921894834 - 0.113819935842643i 0.117841642940733+0.117860616691101i -0.137795412518828 - 0.0937560774912421i 0.146418303726538+0.0796207140863547i 0.166666666666667+0.00000000000000i -0.165980932762425+0.0151032359808455i -0.0525830763319323 - 0.158154348221122i 0.0472201620247613+0.159837523992750i -0.0762650683351024 - 0.148193849837367i -0.138600697153279 - 0.0925614635061631i -0.165980932762425 - 0.0151032359808455i 0.166666666666667+0.00000000000000i 0.0380348736870690+0.162268685091691i -0.0325414961676370 - 0.163458951437202i 0.0625220429666799+0.154495216498927i -0.121748921894834+0.113819935842643i -0.0525830763319323+0.158154348221122i 0.0380348736870690 - 0.162268685091691i 0.166666666666667+0.00000000000000i -0.166571884875034 - 0.00562004866137562i 0.164686521846794 - 0.0256149819399378i 0.117841642940733 - 0.117860616691101i 0.0472201620247613 - 0.159837523992750i -0.0325414961676370+0.163458951437202i -0.166571884875034+0.00562004866137562i 0.166666666666667+0.00000000000000i -0.163729121475427+0.0311536925365624i -0.137795412518828+0.0937560774912421i -0.0762650683351024+0.148193849837367i 0.0625220429666799 - 0.154495216498927i 0.164686521846794+0.0256149819399378i -0.163729121475427 - 0.0311536925365624i 0.166666666666667+0.00000000000000i -67.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166534828261570+0.00662787701055148i 0.163600448210947+0.0318224939776081i -0.0686521723794177+0.151870527112289i 0.141506232564281+0.0880554593607998i 0.0486012657642457+0.159423005692061i 0.166534828261570 - 0.00662787701055148i 0.166666666666667+0.00000000000000i 0.164736528735472+0.0252913795188154i -0.0625583913705731+0.154480501834063i 0.144896021356712+0.0823584893788917i 0.0549026371303382+0.157364157970969i 0.163600448210947 - 0.0318224939776081i 0.164736528735472 - 0.0252913795188154i 0.166666666666667+0.00000000000000i -0.0383917634251258+0.162184617886182i 0.155715764384181+0.0594169883116612i 0.0781465590070666+0.147210370195625i -0.0686521723794177 - 0.151870527112289i -0.0625583913705731 - 0.154480501834063i -0.0383917634251258 - 0.162184617886182i 0.166666666666667+0.00000000000000i 0.0219499125448466 - 0.165214948225187i 0.125250440599043 - 0.109955013107740i 0.141506232564281 - 0.0880554593607998i 0.144896021356712 - 0.0823584893788917i 0.155715764384181 - 0.0594169883116612i 0.0219499125448466+0.165214948225187i 0.166666666666667+0.00000000000000i 0.125492688090286+0.109678452823023i 0.0486012657642457 - 0.159423005692061i 0.0549026371303382 - 0.157364157970969i 0.0781465590070665 - 0.147210370195625i 0.125250440599043+0.109955013107740i 0.125492688090286 - 0.109678452823023i 0.166666666666667+0.00000000000000i -66.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.163195558929242 - 0.0338376613191567i -0.0359080137793747+0.162752549363130i -0.0781560407297683 - 0.147205336435961i 0.0393361773747975+0.161958151777909i 0.162901406130443 - 0.0352265476381435i -0.163195558929242+0.0338376613191567i 0.166666666666667+0.00000000000000i 0.00211717640751037 - 0.166653218816311i 0.106414818415703+0.128271837124643i -0.0713986472433442 - 0.150598841129666i -0.152356812212367+0.0675661124400644i -0.0359080137793747 - 0.162752549363130i 0.00211717640751037+0.166653218816311i 0.166666666666667+0.00000000000000i -0.126909693584064+0.108035676756230i 0.149679708556760 - 0.0733059521740306i -0.0694960582162863 - 0.151486222707467i -0.0781560407297683+0.147205336435961i 0.106414818415703 - 0.128271837124643i -0.126909693584064 - 0.108035676756230i 0.166666666666667+0.00000000000000i -0.161492784612430 - 0.0412050760938633i -0.0452771588155023+0.160398742723793i 0.0393361773747975 - 0.161958151777909i -0.0713986472433442+0.150598841129666i 0.149679708556760+0.0733059521740306i -0.161492784612430+0.0412050760938633i 0.166666666666667+0.00000000000000i 0.00421615234296486 - 0.166613330310629i 0.162901406130443+0.0352265476381435i -0.152356812212367 - 0.0675661124400644i -0.0694960582162863+0.151486222707467i -0.0452771588155023 - 0.160398742723793i 0.00421615234296486+0.166613330310629i 0.166666666666667+0.00000000000000i -65.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.164751922082183 - 0.0251909100273095i 0.0868181123475456+0.142268735659620i -0.160485454869374 - 0.0449688398021092i 0.151761124989787+0.0688936769203959i -0.152465983816403 - 0.0673193995566958i -0.164751922082183+0.0251909100273095i 0.166666666666667+0.00000000000000i -0.107323978803034 - 0.127512122371419i 0.165438558920702+0.0201955688213821i -0.160430588737045 - 0.0451641890800990i 0.160889404939372+0.0435014615390392i 0.0868181123475456 - 0.142268735659620i -0.107323978803034+0.127512122371419i 0.166666666666667+0.00000000000000i -0.121984225402334+0.113567717819679i 0.137862184258562 - 0.0936578663500088i -0.136885528634685+0.0950795973286632i -0.160485454869374+0.0449688398021092i 0.165438558920702 - 0.0201955688213821i -0.121984225402334 - 0.113567717819679i 0.166666666666667+0.00000000000000i -0.164721131377713 - 0.0253914681620390i 0.164975088354728+0.0236853963472721i 0.151761124989787 - 0.0688936769203959i -0.160430588737045+0.0451641890800990i 0.137862184258562+0.0936578663500088i -0.164721131377713+0.0253914681620390i 0.166666666666667+0.00000000000000i -0.166657741141117+0.00172484652021866i -0.152465983816403+0.0673193995566958i 0.160889404939372 - 0.0435014615390392i -0.136885528634685 - 0.0950795973286632i 0.164975088354728 - 0.0236853963472721i -0.166657741141117 - 0.00172484652021866i 0.166666666666667+0.00000000000000i -64.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0808972928903642 - 0.145716868552644i 0.0891037696967867 - 0.140848485982632i -0.0385949081688411 - 0.162136395794456i 0.0515264944588797 - 0.158501729159517i 0.121965767216496 - 0.113587540712304i -0.0808972928903642+0.145716868552644i 0.166666666666667+0.00000000000000i 0.0798944793778415+0.146269101120918i 0.160489388782750+0.0449547980299906i 0.113568130316702+0.121983841364938i 0.0401095220764923+0.161768365314647i 0.0891037696967867+0.140848485982632i 0.0798944793778415 - 0.146269101120918i 0.166666666666667+0.00000000000000i 0.116386284368310 - 0.119297990715338i 0.161495600839764 - 0.0411940370342780i 0.161197456612615+0.0423456935166004i -0.0385949081688411+0.162136395794456i 0.160489388782750 - 0.0449547980299906i 0.116386284368310+0.119297990715338i 0.166666666666667+0.00000000000000i 0.142261432627262+0.0868300786859990i 0.0822565012367169+0.144953943658225i 0.0515264944588797+0.158501729159517i 0.113568130316702 - 0.121983841364938i 0.161495600839764+0.0411940370342780i 0.142261432627262 - 0.0868300786859990i 0.166666666666667+0.00000000000000i 0.145729740255186+0.0808741032898282i 0.121965767216496+0.113587540712304i 0.0401095220764923 - 0.161768365314647i 0.161197456612615 - 0.0423456935166004i 0.0822565012367169 - 0.144953943658225i 0.145729740255186 - 0.0808741032898281i 0.166666666666667+0.00000000000000i -63.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.110503161339604+0.124767099476309i -0.138735071690727 - 0.0923599353656472i -0.111851952328515+0.123559372522191i -0.154841931720515+0.0616583648732041i 0.134753461799330 - 0.0980779399807837i 0.110503161339604 - 0.124767099476309i 0.166666666666667+0.00000000000000i -0.161124871523359+0.0426210459087857i 0.0183369011303932+0.165654869637786i -0.0565055257161988+0.156795737637583i 0.0159227006176064 - 0.165904325991880i -0.138735071690727+0.0923599353656472i -0.161124871523359 - 0.0426210459087857i 0.166666666666667+0.00000000000000i 0.0246351177904491 - 0.164835944955063i 0.0947234634212144 - 0.137132210859694i -0.0578193539152967+0.156316026339577i -0.111851952328515 - 0.123559372522191i 0.0183369011303932 - 0.165654869637786i 0.0246351177904491+0.164835944955063i 0.166666666666667+0.00000000000000i 0.149627047438413+0.0734133806103535i -0.163145319045454 - 0.0340790647074522i -0.154841931720515 - 0.0616583648732041i -0.0565055257161988 - 0.156795737637583i 0.0947234634212144+0.137132210859694i 0.149627047438413 - 0.0734133806103535i 0.166666666666667+0.00000000000000i -0.161476870442294+0.0412673974214567i 0.134753461799330+0.0980779399807837i 0.0159227006176064+0.165904325991880i -0.0578193539152967 - 0.156316026339577i -0.163145319045454+0.0340790647074522i -0.161476870442294 - 0.0412673974214567i 0.166666666666667+0.00000000000000i -62.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166531769946303+0.00670428044828348i 0.165465578151131 - 0.0199729873801994i 0.109010849382601+0.126073044282518i 0.155360519971112 - 0.0603397597947119i -0.149577202868024+0.0735148839348582i -0.166531769946303 - 0.00670428044828348i 0.166666666666667+0.00000000000000i -0.166135080620899+0.0133008557944634i -0.103851243871173 - 0.130356039078318i -0.157661982254479+0.0540414390016242i 0.152413324417510 - 0.0674385373342319i 0.165465578151131+0.0199729873801994i -0.166135080620899 - 0.0133008557944634i 0.166666666666667+0.00000000000000i 0.0931169273723991+0.138228128883021i 0.161471901118707 - 0.0412868372110090i -0.157309141199247+0.0550600751264764i 0.109010849382601 - 0.126073044282518i -0.103851243871173+0.130356039078318i 0.0931169273723991 - 0.138228128883021i 0.166666666666667+0.00000000000000i 0.0559725902038689 - 0.156986773085020i -0.0422237562910400+0.161229439565027i 0.155360519971112+0.0603397597947119i -0.157661982254479 - 0.0540414390016242i 0.161471901118707+0.0412868372110090i 0.0559725902038689+0.156986773085020i 0.166666666666667+0.00000000000000i -0.166045574708197+0.0143751486114841i -0.149577202868024 - 0.0735148839348582i 0.152413324417510+0.0674385373342319i -0.157309141199247 - 0.0550600751264764i -0.0422237562910400 - 0.161229439565027i -0.166045574708197 - 0.0143751486114841i 0.166666666666667+0.00000000000000i -61.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0676077053733656 - 0.152338360080204i -0.0993571167033559 - 0.133813082836371i 0.159509854928003 - 0.0483154629350178i 0.129368767751805+0.105078540664387i -0.0899843619711588+0.140287534650878i -0.0676077053733656+0.152338360080204i 0.166666666666667+0.00000000000000i 0.162613033616381 - 0.0365346284483014i -0.0205427813165054+0.165395803796711i -0.148522908594679+0.0756222414396342i -0.0917252204163190 - 0.139155530674693i -0.0993571167033559+0.133813082836371i 0.162613033616381+0.0365346284483014i 0.166666666666667+0.00000000000000i -0.0562991893644951+0.156869943120658i -0.161487547329204+0.0412255968468102i -0.0589903244478164 - 0.155877899008548i 0.159509854928003+0.0483154629350178i -0.0205427813165054 - 0.165395803796711i -0.0562991893644951 - 0.156869943120658i 0.166666666666667+0.00000000000000i 0.0933520502374143+0.138069448084104i -0.126788698226868+0.108177649168920i 0.129368767751805 - 0.105078540664387i -0.148522908594679 - 0.0756222414396342i -0.161487547329204 - 0.0412255968468102i 0.0933520502374143 - 0.138069448084104i 0.166666666666667+0.00000000000000i 0.0186002603362661+0.165625505563608i -0.0899843619711589 - 0.140287534650878i -0.0917252204163190+0.139155530674693i -0.0589903244478164+0.155877899008548i -0.126788698226868 - 0.108177649168920i 0.0186002603362661 - 0.165625505563609i 0.166666666666667+0.00000000000000i -60.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.110530245136325 - 0.124743106775010i -0.154807217810081+0.0617454702118284i -0.152445864108743+0.0673649485557324i -0.0755223219744200 - 0.148573741493475i 0.0112959299347299+0.166283431960877i -0.110530245136325+0.124743106775010i 0.166666666666667+0.00000000000000i 0.0564513476994808 - 0.156815251556378i 0.0506793945562649 - 0.158774609888320i 0.161286305161082+0.0420060179648580i -0.131947522876435 - 0.101821554616645i -0.154807217810081 - 0.0617454702118284i 0.0564513476994808+0.156815251556378i 0.166666666666667+0.00000000000000i 0.166555203082185 - 0.00609443221553619i 0.0151058701066314+0.165980693052232i 0.0511113432545265 - 0.158636087850450i -0.152445864108743 - 0.0673649485557324i 0.0506793945562649+0.158774609888320i 0.166555203082185+0.00609443221553619i 0.166666666666667+0.00000000000000i 0.00902641908269137+0.166422058442748i 0.0568779422394202 - 0.156661027267112i -0.0755223219744200+0.148573741493475i 0.161286305161082 - 0.0420060179648580i 0.0151058701066314 - 0.165980693052232i 0.00902641908269137 - 0.166422058442748i 0.166666666666667+0.00000000000000i -0.153350678954005 - 0.0652789938810595i 0.0112959299347299 - 0.166283431960877i -0.131947522876435+0.101821554616645i 0.0511113432545265+0.158636087850450i 0.0568779422394202+0.156661027267112i -0.153350678954005+0.0652789938810595i 0.166666666666667+0.00000000000000i -59.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.163307334758278 - 0.0332940263699906i 0.160372693396057+0.0453693397645596i -0.166360478421012 - 0.0100979699598398i 0.157207370944600+0.0553499801125948i -0.163231055522281 - 0.0336660109139732i -0.163307334758278+0.0332940263699905i 0.166666666666667+0.00000000000000i -0.166203390726161 - 0.0124181596424294i 0.165024530509042 - 0.0233384255691770i -0.165095642704594 - 0.0228299482639508i 0.166666234093598+0.000379724684063023i 0.160372693396057 - 0.0453693397645595i -0.166203390726161+0.0124181596424294i 0.166666666666667+0.00000000000000i -0.162826897374448+0.0355693585715135i 0.166337769322731+0.0104653845851779i -0.166231252245978+0.0120394582316587i -0.166360478421012+0.0100979699598398i 0.165024530509042+0.0233384255691770i -0.162826897374448 - 0.0355693585715135i 0.166666666666667+0.00000000000000i -0.160272095268647 - 0.0457234431771648i 0.164970929140382+0.0237143483219920i 0.157207370944600 - 0.0553499801125948i -0.165095642704594+0.0228299482639508i 0.166337769322731 - 0.0104653845851779i -0.160272095268647+0.0457234431771648i 0.166666666666667+0.00000000000000i -0.165147228778372+0.0224537436656290i -0.163231055522281+0.0336660109139732i 0.166666234093598 - 0.000379724684063023i -0.166231252245978 - 0.0120394582316587i 0.164970929140382 - 0.0237143483219920i -0.165147228778372 - 0.0224537436656290i 0.166666666666667+0.00000000000000i -58.0000000000000+0.00000000000000i
